apn,licenseNumber,licenseType,licenseStatus,issueDate,expirationYear,expirationDate,licenseName,address,endorsements,ward,neighborhood,lastUpdateDate,X,Y,issueMonth,issueYear,duration,Wine,On Sale,Add Strong Beer,No Entertainment,Liquor,General Entertainment,Bottle Club,Limited Entertainment,Class A,Adult Entertainment,Class E Entertainment,Taproom Class E Entertainment,Taproom No Entertainment,Taproom Class C1 Entertainment,Taproom Limited Entertainment,Beer,Class C1 Entertainment,Class B Entertainment,Class D Entertainment,Class A Entertainment,Distillery,Class C2 Entertainment,BL Sunday Sales Exemption,Culinary Classes
3002923220014,LIC402924,BLLiquor,Approved,2023-08-18 00:35:20,2024,2024-04-01 23:59:59,The Test Kitchen,825 WASHINGTON AVE SE #101," Liquor, On Sale, No Entertainment",2,Prospect Park - East River Road,2023-08-20 18:15:20,-93.2262580213588,44.9738530140494,8,2023,227 days 23:24:39,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0402824110047,LIC406508,BLWine,Approved,2023-05-05 10:01:55,2024,2024-04-01 23:59:59,HillTribe,901 LAKE ST W," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",10,South Uptown,2023-05-07 18:15:24,-93.2908951396992,44.948127911914,5,2023,332 days 13:58:04,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1402924140004,LIC406571,BLBrewery,Approved,2023-08-18 21:17:21,2024,2024-04-01 23:59:59,BUCH,1121 QUINCY ST NE," Liquor, On Sale, Taproom No Entertainment",1,Logan Park,2023-08-20 18:15:20,-93.2505176166979,44.9995628421617,8,2023,227 days 02:42:38,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2202924440106,LIC75881,BLLiquor,Approved,2023-08-11 09:56:14,2024,2024-07-01 00:00:00,Exchange Nightclub/Alibi Lounge,10 5TH ST S #B100," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",3,Downtown West,2023-08-13 18:15:19,-93.2717088329278,44.9796891182559,8,2023,324 days 14:03:46,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2202924430185,LIC76365,BLLiquor,Approved,2023-08-11 09:56:11,2024,2024-07-01 00:00:00,Loews Minneapolis Hotel,601 1ST AVE N," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",3,Downtown West,2023-08-13 18:15:19,-93.2748456214408,44.9787855201956,8,2023,324 days 14:03:49,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2302924120023,LIC76419,BLLiquor,Approved,2023-08-11 09:56:09,2024,2024-07-01 00:00:00,Ray J's American Grill,500 CENTRAL AVE SE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,Marcy Holmes,2023-08-13 18:15:19,-93.2527721311429,44.988796553244,8,2023,324 days 14:03:51,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2302924430055,LIC75850,BLLiquor,Approved,2023-08-11 09:56:10,2024,2024-07-01 00:00:00,Mill City Museum,704 2ND ST S," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",3,Downtown East,2023-08-13 18:15:19,-93.2568569710641,44.9789948108666,8,2023,324 days 14:03:50,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2702924120198,LIC76528,BLLiquor,Approved,2023-08-11 09:56:16,2024,2024-07-01 00:00:00,Barrio,925 NICOLLET MALL," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",7,Downtown West,2023-08-13 18:15:19,-93.2740754993411,44.9742045438221,8,2023,324 days 14:03:44,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2202924430149,LIC77890,BLLiquor,Approved,2023-08-11 09:56:06,2024,2024-07-01 00:00:00,Skyway Theatre,711 HENNEPIN AVE," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",7,Downtown West,2023-08-13 18:15:19,-93.2748939876341,44.9774300808363,8,2023,324 days 14:03:54,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2702924140069,LIC78033,BLLiquor,Approved,2023-08-11 09:56:08,2024,2024-07-01 00:00:00,Ruth's Chris Steakhouse,920 2ND AVE S #SUITE 100," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",7,Downtown West,2023-08-13 18:15:19,-93.2721004858153,44.9732502493003,8,2023,324 days 14:03:52,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924430142,LIC79808,BLLiquor,Approved,2023-08-11 09:56:04,2024,2024-07-01 00:00:00,Thrive at Life Time,600 1ST AVE N," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,Downtown West,2023-08-13 18:15:19,-93.2761222424439,44.9795130257276,8,2023,324 days 14:03:56,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924440029,LIC79933,BLLiquor,Approved,2023-08-11 09:56:15,2024,2024-07-01 00:00:00,Downtown Cabaret,115 4TH ST S," Liquor, On Sale, Class A, Adult Entertainment; Liquor, On Sale, Adult Entertainment",7,Downtown West,2023-08-13 18:15:19,-93.2678968095618,44.9786098322104,8,2023,324 days 14:03:45,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924210093,LIC379543,BLLiquor,Approved,2023-08-11 09:56:06,2024,2024-07-01 00:00:00,Snack Bar,800 WASHINGTON AVE N #101," Liquor, On Sale, No Entertainment",3,North Loop,2023-08-13 18:15:19,-93.2786945224459,44.9895298167222,8,2023,324 days 14:03:54,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2702924130278,LIC382160,BLLiquor,Approved,2023-08-11 09:56:12,2024,2024-07-01 23:59:59,Hilton Minneapolis,1001 MARQUETTE AVE," Liquor, On Sale, General Entertainment",7,Downtown West,2023-08-13 18:15:19,-93.2733002227081,44.9727210350419,8,2023,325 days 14:03:47,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0302824220214,LIC386241,BLLiquor,Approved,2023-08-11 09:56:12,2024,2024-07-01 23:59:00,Gyu-Kaku Minnesota,3025 LYNDALE AVE S," Liquor, On Sale, No Entertainment",8,Lyndale,2023-08-13 18:15:19,-93.2876865686085,44.9473696366835,8,2023,325 days 14:02:48,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2702924310061,LIC394203,BLLiquor,Approved,2023-08-11 09:56:05,2024,2024-07-01 23:59:59,Sonora Grill,1414 NICOLLET AVE," Liquor, On Sale, No Entertainment",7,Loring Park,2023-08-13 18:15:19,-93.2782740228581,44.9682519769599,8,2023,325 days 14:03:54,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3402924330195,LIC65354,BLWine,Approved,2023-06-02 09:10:23,2024,2024-04-01 00:00:00,Jungle Theater,2951 LYNDALE AVE S," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",10,Whittier,2023-06-04 18:15:23,-93.2876728926566,44.948855316783,6,2023,303 days 14:49:37,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2402924140005,LIC359771,BLWine,Approved,2023-06-02 09:10:10,2024,2024-04-01 23:59:00,Ramen Kazama Select,1510 COMO AVE SE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",2,Como,2023-06-04 18:15:23,-93.2298305350055,44.9876001679231,6,2023,304 days 14:48:50,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3302924430092,LIC374178,BLWine,Approved,2023-06-02 09:10:32,2024,2024-04-01 23:59:00,Bonchon,1414 LAKE ST W," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",10,Lowry Hill East,2023-06-04 18:15:23,-93.2978875369376,44.9485362901643,6,2023,304 days 14:48:28,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1902823230006,LIC74696,BLBeer,Approved,2016-04-01 00:00:00,2024,2024-04-01 00:00:00,Wold Chamberlain Post,5600 34TH AVE S," Beer, On Sale, Bottle Club",11,Wenonah,2023-04-02 18:15:26,-93.223344159665,44.9015479212695,4,2016,2922 days 00:00:00,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0102924330121,LIC330951,BLDistill,Pending,2023-08-11 09:56:01,2023,2023-01-01 00:00:00,Twin Spirits Distillery,2931 CENTRAL AVE NE," Distillery, On Sale, Class C2 Entertainment; Distillery, On Sale, Limited Entertainment",1,Audubon Park,2023-08-23 18:15:26,-93.2469307812107,45.0212889167223,8,2023,-223 days +14:03:59,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0102924330121,LIC330966,BLDistill,Pending,2023-08-11 09:56:00,2023,2023-01-01 00:00:00,Twin Spirits Distillery,2931 CENTRAL AVE NE, BL Sunday Sales Exemption,1,Audubon Park,2023-08-23 18:15:26,-93.2469307812107,45.0212889167223,8,2023,-223 days +14:04:00,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2202924130046,LIC353675,BLBrewery,Pending,2023-02-15 21:17:24,2023,2023-10-01 00:00:00,Loose Wiles Freehouse,701 WASHINGTON AVE N, BL Sunday Sales Exemption,3,North Loop,2023-08-23 18:15:26,-93.2774629789038,44.9875499116911,2,2023,227 days 02:42:36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2202924140023,LIC75822,BLLiquor,Pending,2023-02-15 00:32:45,2023,2023-10-01 00:00:00,The Hewing Hotel,300 WASHINGTON AVE N," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",3,North Loop,2023-08-13 18:15:19,-93.2725236533995,44.9849494853142,2,2023,227 days 23:27:15,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2202924120120,LIC78364,BLLiquor,Pending,2023-02-15 00:34:19,2023,2023-10-01 00:00:00,Sticks,708 1ST ST N," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",3,North Loop,2023-08-13 18:15:19,-93.2746688320946,44.9897735551595,2,2023,227 days 23:25:41,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2202924120019,LIC80193,BLLiquor,Pending,2023-02-15 00:35:38,2023,2023-10-01 00:00:00,Jun,730 WASHINGTON AVE N #140," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,North Loop,2023-08-13 18:15:19,-93.2776979871653,44.9887522949366,2,2023,227 days 23:24:22,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0702823340164,LIC353839,BLBrewery,Pending,2023-08-11 13:12:12,2023,2023-10-01 00:00:00,Venn Brewing Company,3550 46TH ST E," Liquor, On Sale, Taproom Class C1 Entertainment; Liquor, On Sale, Taproom Limited Entertainment",12,Ericsson,2023-08-13 18:15:19,-93.2208675529357,44.9213722760156,8,2023,50 days 10:47:48,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
0702823340164,LIC353839,BLBrewery,Pending,2023-08-11 13:12:12,2023,2023-10-01 00:00:00,Venn Brewing Company,3550 46TH ST E," Liquor, On Sale, Taproom Class C1 Entertainment; Liquor, On Sale, Taproom Limited Entertainment",12,Ericsson,2023-08-13 18:15:19,-93.2208675529357,44.9213722760156,8,2023,50 days 10:47:48,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
0702823340164,LIC353846,BLBrewery,Pending,2023-02-15 21:17:27,2023,2023-10-01 00:00:00,Venn Brewing Company,3550 46TH ST E, BL Sunday Sales Exemption,12,Ericsson,2023-08-13 18:15:19,-93.2208675529357,44.9213722760156,2,2023,227 days 02:42:33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0702823340164,LIC353846,BLBrewery,Pending,2023-02-15 21:17:27,2023,2023-10-01 00:00:00,Venn Brewing Company,3550 46TH ST E, BL Sunday Sales Exemption,12,Ericsson,2023-08-13 18:15:19,-93.2208675529357,44.9213722760156,2,2023,227 days 02:42:33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1102924320160,LIC368477,BLLiquor,Pending,2023-02-15 00:36:26,2023,2023-10-01 00:00:00,Market Bar-B-Que,220 LOWRY AVE NE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,Bottineau,2023-08-13 18:15:19,-93.2650924749589,45.0129965702936,2,2023,227 days 23:23:34,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3402924330111,LIC395036,BLLiquor,Pending,2023-02-16 00:36:31,2023,2023-10-01 23:59:59,Los Iconos,2937 LYNDALE AVE S," Liquor, On Sale, General Entertainment",10,Whittier,2023-08-13 18:15:19,-93.287670910973,44.9491117508651,2,2023,227 days 23:23:28,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924440010,LIC76396,BLLiquor,Approved,2023-07-07 09:23:09,2024,2024-07-01 00:00:00,Embassy Suites Minneapolis Downtown,12 6TH ST S," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",3,Downtown West,2023-07-09 18:15:27,-93.2727850766219,44.9788252637753,7,2023,359 days 14:36:51,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2302924130959,LIC76543,BLLiquor,Approved,2023-07-07 09:23:39,2024,2024-07-01 00:00:00,Historic Machine Shop Restaurant,300 2ND ST SE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",3,Marcy Holmes,2023-07-09 18:15:27,-93.252719135931,44.9843362753116,7,2023,359 days 14:36:21,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2702924120142,LIC368000,BLLiquor,Approved,2023-07-07 09:23:10,2024,2024-07-01 23:59:00,Devil's Advocate,1070 NICOLLET MALL," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",7,Downtown West,2023-07-09 18:15:27,-93.2760150536676,44.9735677607677,7,2023,360 days 14:35:50,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0102824440074,LIC65360,BLWine,Approved,2023-05-05 10:08:36,2024,2024-04-01 00:00:00,Cardinal Bar,2920 38TH ST E," Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",12,Standish,2023-05-07 18:15:24,-93.2300699135708,44.9342736560281,5,2023,331 days 13:51:24,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0302824320060,LIC65644,BLWine,Approved,2023-05-05 10:06:41,2024,2024-04-01 00:00:00,Sonny's Cafe,3403 LYNDALE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",8,Lyndale,2023-05-07 18:15:24,-93.2878154166646,44.9411610087309,5,2023,331 days 13:53:19,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1502824330001,LIC66022,BLWine,Approved,2023-03-17 10:17:17,2024,2024-04-01 00:00:00,Prima Pasta Salads Panini,5325 LYNDALE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Tangletown,2023-03-19 18:15:21,-93.2876087906745,44.9061550318239,3,2023,380 days 13:42:43,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2302924120100,LIC65755,BLWine,Approved,2023-05-05 10:07:44,2024,2024-04-01 00:00:00,Kramarczuk Sausage Co,215 HENNEPIN AVE E," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",3,Nicollet Island - East Bank,2023-05-07 18:15:24,-93.2574126006269,44.9878787400594,5,2023,331 days 13:52:16,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1102924320035,LIC378395,BLWine,Approved,2023-03-17 10:17:18,2024,2024-04-01 23:59:59,Olive & Lamb Eatery,2424 UNIVERSITY AVE NE," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",3,Bottineau,2023-03-19 18:15:21,-93.2635574293099,45.012969472881,3,2023,381 days 13:42:41,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3302924120189,LIC399317,BLWine,Approved,2023-05-05 10:07:01,2024,2024-04-01 23:59:59,Pizza Shark,2210 HENNEPIN AVE," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",7,East Isles,2023-05-07 18:15:24,-93.2935357311887,44.9605340840498,5,2023,332 days 13:52:58,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0802824330143,LIC331095,BLWine,Approved,2023-04-21 09:54:20,2024,2024-04-01 23:59:00,Jimmie's Old Southern BBQ Smokehouse,4501 FRANCE AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",13,Linden Hills,2023-04-23 18:15:24,-93.3287374364074,44.921115041881,4,2023,346 days 14:04:40,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2502924230082,LIC344607,BLWine,Approved,2023-05-05 10:06:09,2024,2024-04-01 23:59:00,Theatre in the Round,245 CEDAR AVE S," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",6,Cedar Riverside,2023-05-07 18:15:24,-93.2468468381389,44.9724631507313,5,2023,332 days 13:52:51,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2502924430077,LIC346088,BLWine,Approved,2023-04-21 09:54:27,2024,2024-04-01 23:59:00,Davanni's Pizza & Hot Hoagies,2500 RIVERSIDE AVE," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",2,Cedar Riverside,2023-04-23 18:15:24,-93.2358676242449,44.9656015788143,4,2023,346 days 14:04:33,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1002824220115,LIC350844,BLWine,Approved,2023-03-17 10:17:16,2024,2024-04-01 00:00:00,Rincon 38,3801 GRAND AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Limited Entertainment",8,King Field,2023-03-19 18:15:21,-93.2840692155544,44.9339455581366,3,2023,380 days 13:42:44,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1402824430003,LIC350897,BLWine,Approved,2023-05-05 10:07:54,2024,2024-04-01 23:59:00,Hot Plate 2.0,5204 BLOOMINGTON AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Hale,2023-05-07 18:15:24,-93.2528388597988,44.9086298381239,5,2023,332 days 13:51:06,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0302824220092,LIC65597,BLWine,Approved,2023-05-05 10:06:45,2024,2024-04-01 00:00:00,Saigon Uptown Restaurant,3035 LYNDALE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",8,Lyndale,2023-05-07 18:15:24,-93.2876886239538,44.9471803559131,5,2023,331 days 13:53:15,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0402824140005,LIC65490,BLWine,Approved,2023-05-05 10:07:02,2024,2024-04-01 00:00:00,Pizza Luce,3200 LYNDALE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,South Uptown,2023-05-07 18:15:24,-93.288566000407,44.9445057279395,5,2023,331 days 13:52:58,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0702823420037,LIC66209,BLWine,Approved,2023-05-05 10:07:08,2024,2024-04-01 00:00:00,Parkway Pizza,4359 MINNEHAHA AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Hiawatha,2023-05-07 18:15:24,-93.2163917850675,44.9234946141968,5,2023,331 days 13:52:52,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0802824420033,LIC65810,BLWine,Approved,2023-05-05 10:07:14,2024,2024-04-01 00:00:00,Naviya's Thai Brasserie,2812 43RD ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Linden Hills,2023-05-07 18:15:24,-93.3153356943641,44.9248535508613,5,2023,331 days 13:52:46,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1202924120225,LIC65186,BLWine,Approved,2023-05-05 10:07:09,2024,2024-04-01 00:00:00,Parkway Pizza,2851 JOHNSON ST NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Audubon Park,2023-05-07 18:15:24,-93.2367447572546,45.0202518642748,5,2023,331 days 13:52:51,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1502824210001,LIC65833,BLWine,Approved,2023-05-05 10:06:25,2024,2024-04-01 00:00:00,Sun Street Breads,4600 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Tangletown,2023-05-07 18:15:24,-93.2783511477168,44.9194537740996,5,2023,331 days 13:53:35,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1802823320004,LIC65890,BLWine,Approved,2023-05-05 10:08:20,2024,2024-04-01 00:00:00,Dominguez Family Restaurant,3313 50TH ST E," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Keewaydin,2023-05-07 18:15:24,-93.2235977828158,44.9123146697143,5,2023,331 days 13:51:40,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2202824120025,LIC65534,BLWine,Approved,2023-05-05 10:06:18,2024,2024-04-01 00:00:00,Tangletown's Wise Acre Eatery,5401 NICOLLET AVE," Wine, On Sale, Class D Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",11,Tangletown,2023-05-07 18:15:24,-93.2777715466107,44.9049477479787,5,2023,331 days 13:53:42,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2302924110037,LIC65821,BLWine,Approved,2023-05-05 10:08:41,2024,2024-04-01 00:00:00,Brasa Rotisserie,600 HENNEPIN AVE E," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",3,Marcy Holmes,2023-05-07 18:15:24,-93.2513028933766,44.989471153702,5,2023,331 days 13:51:19,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3202924340510,LIC65666,BLWine,Approved,2023-05-05 10:06:55,2024,2024-04-01 00:00:00,Punch Neapolitan Pizza,3226 LAKE ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",7,Cedar - Isles - Dean,2023-05-07 18:15:24,-93.3208342067597,44.9491316440658,5,2023,331 days 13:53:05,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3302924420156,LIC65693,BLWine,Approved,2023-05-05 10:07:05,2024,2024-04-01 00:00:00,Phoenix Theater & Twig Cafe,2605 HENNEPIN AVE," Wine, On Sale, Class A Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",10,Lowry Hill East,2023-05-07 18:15:24,-93.2965498376817,44.9552422609864,5,2023,331 days 13:52:55,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3402924130084,LIC65816,BLWine,Approved,2023-05-05 10:07:48,2024,2024-04-01 00:00:00,Khunnai Thai Cuisine,2523 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,Whittier,2023-05-07 18:15:24,-93.2774657942239,44.956491128735,5,2023,331 days 13:52:12,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3302924120188,LIC359647,BLWine,Approved,2023-05-05 10:06:17,2024,2024-04-01 23:59:00,Tao Natural Foods,2200 DUPONT AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",7,East Isles,2023-05-07 18:15:24,-93.2935264003878,44.9607371078137,5,2023,332 days 13:52:43,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1202924320071,LIC364719,BLWine,Approved,2023-04-21 09:54:16,2024,2024-04-01 23:59:00,Khao Hom Thai Restaurant,2411 CENTRAL AVE NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Windom Park,2023-04-23 18:15:24,-93.2469372409959,45.0126318067618,4,2023,346 days 14:04:44,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1002824330051,LIC365467,BLWine,Approved,2023-05-05 10:06:16,2024,2024-04-01 23:59:00,Tap Society,4555 GRAND AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Limited Entertainment",8,King Field,2023-05-07 18:15:24,-93.2840823255676,44.9197626582385,5,2023,332 days 13:52:44,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3502924210067,LIC371140,BLWine,Approved,2023-04-21 09:54:08,2024,2024-04-01 23:59:00,Norway House,913 FRANKLIN AVE E," Wine, On Sale, Class B Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, General Entertainment",6,Ventura Village,2023-04-23 18:15:24,-93.2602604487238,44.9624289638551,4,2023,346 days 14:04:52,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1402824340059,LIC381701,BLWine,Approved,2023-04-21 09:54:22,2024,2024-04-01 23:59:59,Heather's,5201 CHICAGO AVE," Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Hale,2023-04-23 18:15:24,-93.2622586774114,44.9087325139109,4,2023,346 days 14:05:37,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
