apn,licenseNumber,licenseType,licenseStatus,issueDate,expirationYear,expirationDate,licenseName,address,endorsements,ward,neighborhood,lastUpdateDate,X,Y,issueMonth,issueYear,duration,Wine,On Sale,Add Strong Beer,No Entertainment,Liquor,General Entertainment,Bottle Club,Limited Entertainment,Class A,Adult Entertainment,Class E Entertainment,Taproom Class E Entertainment,Taproom No Entertainment,Taproom Class C1 Entertainment,Taproom Limited Entertainment,Beer,Class C1 Entertainment,Class B Entertainment,Class D Entertainment,Class A Entertainment,Distillery,Class C2 Entertainment,BL Sunday Sales Exemption,Culinary Classes
3402924330093,LIC65824,BLWine,Approved,2023-05-05 10:08:11,2024,2024-04-01 00:00:00,Galactic Pizza,2917 LYNDALE AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Limited Entertainment",10,Whittier,2023-05-07 18:15:24,-93.2876666727216,44.9496602628166,5,2023,331 days 13:51:49,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0902824440217,LIC390690,BLWine,Approved,2023-04-21 09:54:33,2024,2024-04-01 23:59:59,Brasa Rotisserie,812 46TH ST W," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",13,East Harriet,2023-04-23 18:15:24,-93.2904155579151,44.9197383092007,4,2023,346 days 14:05:26,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0302824110231,LIC399459,BLWine,Approved,2023-05-05 10:08:17,2024,2024-04-01 23:59:59,El Guanaco Bakery & Cafe III LLC,501 LAKE ST E," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",9,Central,2023-05-07 18:15:24,-93.2688330867515,44.9481342391927,5,2023,332 days 13:51:42,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0402824110004,LIC407038,BLLiquor,Approved,2023-07-07 09:21:52,2024,2024-07-01 23:59:59,Fool Me Once,3006 LYNDALE AVE S," Liquor, On Sale, General Entertainment",10,South Uptown,2023-07-09 18:15:27,-93.288474372248,44.9480039678101,7,2023,360 days 14:38:07,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3302924439002,LIC407193,BLLiquor,Approved,2023-07-07 09:21:50,2024,2024-07-01 23:59:59,Origami,1354 LAGOON AVE," Liquor, On Sale, No Entertainment",10,Lowry Hill East,2023-07-09 18:15:27,-93.2973465085914,44.9497219419348,7,2023,360 days 14:38:09,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924410128,LIC407340,BLLiquor,Approved,2023-07-07 11:18:34,2024,2024-07-01 23:59:59,Puttery,240 HENNEPIN AVE," Liquor, On Sale, Limited Entertainment",3,Downtown West,2023-07-09 18:15:27,-93.2698356919485,44.9819938272476,7,2023,360 days 12:41:25,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402924230165,LIC407619,BLLiquor,Approved,2023-07-07 09:21:51,2024,2024-07-01 23:59:59,Nixta,1222 2ND ST NE," Liquor, On Sale, No Entertainment",3,Sheridan,2023-07-09 18:15:27,-93.2664225223652,45.0006348088061,7,2023,360 days 14:38:08,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3402924330105,LIC408436,BLLiquor,Approved,2023-08-18 00:35:23,2024,2024-04-01 23:59:59,Casablanca Restaurant & Lounge,626 LAKE ST W," Liquor, On Sale, Limited Entertainment",10,Whittier,2023-08-20 18:15:20,-93.2876752022252,44.9485369253037,8,2023,227 days 23:24:36,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3402924430165,LIC400466,BLLiquor,Approved,2023-07-07 09:23:37,2024,2024-07-01 00:00:00,Eat Street Crossing,2819 NICOLLET AVE," Liquor, On Sale, Limited Entertainment",10,Whittier,2023-07-09 18:15:27,-93.2775084659965,44.9511618370405,7,2023,359 days 14:36:23,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3302924420234,LIC351951,BLLiquor,Approved,2023-07-07 09:23:30,2024,2024-07-01 23:59:00,Red Cow,2626 HENNEPIN AVE," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",7,East Isles,2023-07-09 18:15:27,-93.2976724739704,44.9546916530567,7,2023,360 days 14:35:30,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0102824430231,LIC75995,BLLiquor,Approved,2023-07-07 09:23:31,2024,2024-07-01 00:00:00,Northbound Smokehouse Brewpub,2716 38TH ST E," Liquor, On Sale, Class D Entertainment; Liquor, On Sale, Limited Entertainment",12,Standish,2023-07-09 18:15:27,-93.2324894054144,44.9343081159595,7,2023,359 days 14:36:29,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1002924140018,LIC77428,BLLiquor,Approved,2023-07-07 09:23:43,2024,2024-07-01 00:00:00,Betty Dangers Country Club,2501 MARSHALL ST NE," Liquor, On Sale, Class C2 Entertainment; Liquor, On Sale, Limited Entertainment",1,Marshall Terrace,2023-07-09 18:15:27,-93.2713222213857,45.0134318887963,7,2023,359 days 14:36:17,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2602924120143,LIC78303,BLLiquor,Approved,2023-07-07 09:23:45,2024,2024-07-01 00:00:00,Aloft Hotel Minneapolis,900 WASHINGTON AVE S," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",3,Downtown East,2023-07-09 18:15:27,-93.2538292092804,44.9762415427191,7,2023,359 days 14:36:15,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3402924230213,LIC80597,BLLiquor,Approved,2023-07-07 09:23:32,2024,2024-07-01 00:00:00,Nightingale,2551 LYNDALE AVE S," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",10,Whittier,2023-07-09 18:15:27,-93.2876943902397,44.9557835430761,7,2023,359 days 14:36:28,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0102824430231,LIC353670,BLBrewery,Approved,2023-07-07 09:23:32,2024,2024-07-01 00:00:00,Northbound Smokehouse & Brewpub,2716 38TH ST E, BL Sunday Sales Exemption,12,Standish,2023-07-09 18:15:27,-93.2324894054144,44.9343081159595,7,2023,359 days 14:36:28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0102824430231,LIC353670,BLBrewery,Approved,2023-07-07 09:23:32,2024,2024-07-01 00:00:00,Northbound Smokehouse & Brewpub,2716 38TH ST E, BL Sunday Sales Exemption,12,Standish,2023-07-09 18:15:27,-93.2324894054144,44.9343081159595,7,2023,359 days 14:36:28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3202924340656,LIC377520,BLLiquor,Approved,2023-07-07 09:23:27,2024,2024-07-01 23:59:59,Taberna,3126 LAKE ST W," Liquor, On Sale, No Entertainment",7,Cedar - Isles - Dean,2023-07-09 18:15:27,-93.3194442668768,44.9493895932146,7,2023,360 days 14:36:32,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3002923130111,LIC393287,BLLiquor,Approved,2023-07-07 09:23:26,2024,2024-07-01 23:59:59,The Market at Malcolm Yards,501 30TH AVE SE #100," Liquor, On Sale, Limited Entertainment",2,Prospect Park - East River Road,2023-07-09 18:15:27,-93.2132848646393,44.9726837618981,7,2023,360 days 14:36:33,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0402824120187,LIC394327,BLLiquor,Approved,2023-07-07 09:23:38,2024,2024-07-01 23:59:59,Darbar India Grill,1221 LAKE ST W #105," Liquor, On Sale, No Entertainment",10,South Uptown,2023-07-09 18:15:27,-93.29510293383,44.9481424140459,7,2023,360 days 14:36:21,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2702924140438,LIC400534,BLLiquor,Approved,2023-07-07 09:23:35,2024,2024-07-01 00:00:00,Hotel Ivy,201 11TH ST S," Liquor, On Sale, General Entertainment",7,Downtown West,2023-07-09 18:15:27,-93.2726723137993,44.9713883260419,7,2023,359 days 14:36:25,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0702823220003,LIC107272,BLWine,Approved,2023-05-05 10:07:22,2024,2024-04-01 23:59:00,Mesob Ethiopian Restaurant and Carry Out,3915 HIAWATHA AVE," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",12,Howe,2023-05-07 18:15:24,-93.2263929078903,44.9316787227067,5,2023,332 days 13:51:38,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0702823210046,LIC350829,BLWine,Approved,2023-04-21 09:54:24,2024,2024-04-01 23:59:00,Fireroast Cafe,3800 37TH AVE S," Wine, On Sale, Add Strong Beer; Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment",12,Howe,2023-04-23 18:15:24,-93.2195052506208,44.9340620310995,4,2023,346 days 14:04:36,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0302824120146,LIC66069,BLWine,Approved,2023-05-05 10:08:00,2024,2024-04-01 00:00:00,Hibachi Buffet,111 LAKE ST E," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",8,Lyndale,2023-05-07 18:15:24,-93.2762822530573,44.9479113681377,5,2023,331 days 13:52:00,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0302824310003,LIC66049,BLWine,Approved,2023-05-05 10:06:51,2024,2024-04-01 00:00:00,Ramen Kazama,3400 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",8,Lyndale,2023-05-07 18:15:24,-93.2781999208303,44.9410768860853,5,2023,331 days 13:53:09,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0502824210037,LIC65583,BLWine,Approved,2023-05-05 10:07:15,2024,2024-04-01 00:00:00,My Burger,3100 EXCELSIOR BLVD," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,West Maka Ska,2023-05-07 18:15:24,-93.3223138748648,44.9465989362375,5,2023,331 days 13:52:45,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0602823420013,LIC65897,BLWine,Approved,2023-05-05 10:06:13,2024,2024-04-01 00:00:00,The Blue Door - Longfellow,3448 42ND AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Howe,2023-05-07 18:15:24,-93.2131326747588,44.9398034078752,5,2023,331 days 13:53:47,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1302824220037,LIC65745,BLWine,Approved,2023-05-05 10:08:37,2024,2024-04-01 00:00:00,Carbones Pizza on the Parkway,4705 CEDAR AVE S," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",12,Ericsson,2023-05-07 18:15:24,-93.2469026351962,44.9175631477082,5,2023,331 days 13:51:23,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2102824440096,LIC66090,BLWine,Approved,2023-05-05 10:07:06,2024,2024-04-01 00:00:00,Patrick's French Bakery,6010 LYNDALE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",11,Windom,2023-05-07 18:15:24,-93.2901913752512,44.8940652072171,5,2023,331 days 13:52:54,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2302824140154,LIC65698,BLWine,Approved,2023-05-05 10:08:13,2024,2024-04-01 00:00:00,Fat Lorenzo's,5600 CEDAR AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Diamond Lake,2023-05-07 18:15:24,-93.2479208387398,44.900787244846,5,2023,331 days 13:51:47,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2302824410003,LIC65356,BLWine,Approved,2023-05-05 10:08:58,2024,2024-04-01 00:00:00,5-8 Club,5800 CEDAR AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",11,Diamond Lake,2023-05-07 18:15:24,-93.2479967005672,44.8977321769223,5,2023,331 days 13:51:02,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2402924140129,LIC65212,BLWine,Approved,2023-05-05 10:06:12,2024,2024-04-01 00:00:00,The Blue Door - U,1514 COMO AVE SE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",2,Como,2023-05-07 18:15:24,-93.2296383215859,44.987599777823,5,2023,331 days 13:53:48,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3002923220012,LIC65436,BLWine,Approved,2023-05-05 10:07:17,2024,2024-04-01 00:00:00,My Burger,213 OAK ST SE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",2,Prospect Park - East River Road,2023-05-07 18:15:24,-93.226657189552,44.9741791210093,5,2023,331 days 13:52:43,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0702823210122,LIC368420,BLWine,Approved,2023-05-05 10:07:25,2024,2024-04-01 23:59:00,Meseret Ethiopian Restaurant,3867 MINNEHAHA AVE," Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Howe,2023-05-07 18:15:24,-93.2223281021966,44.9325938727352,5,2023,332 days 13:51:35,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2202924330030,LIC381882,BLWine,Approved,2023-05-05 10:06:05,2024,2024-04-01 23:59:59,Unleashed Hounds and Hops,200 EAST LYNDALE AVE N," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",5,North Loop,2023-05-07 18:15:24,-93.2860597627481,44.9799643807721,5,2023,332 days 13:53:54,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2302924310037,LIC394193,BLWine,Approved,2023-05-05 10:07:11,2024,2024-04-01 23:59:59,Owamni,425 WEST RIVER PKWY," Wine, On Sale, Limited Entertainment; Wine, On Sale, Add Strong Beer",3,Downtown West,2023-05-07 18:15:24,-93.2606688138688,44.981386677952,5,2023,332 days 13:52:48,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0702823220020,LIC394271,BLWine,Approved,2023-05-05 10:06:42,2024,2024-04-01 23:59:59,Selam Restaurant,3860 MINNEHAHA AVE #100," Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",12,Howe,2023-05-07 18:15:24,-93.223214807654,44.932531076288,5,2023,332 days 13:53:17,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1702824320124,LIC396733,BLWine,Approved,2023-05-05 10:08:57,2024,2024-04-01 23:59:59,Ama Sushi,5033 FRANCE AVE S," Wine, On Sale, No Entertainment",13,Fulton,2023-05-07 18:15:24,-93.3286612457966,44.9116401663011,5,2023,332 days 13:51:02,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3202924340510,LIC401844,BLLiquor,Approved,2023-08-17 00:35:56,2024,2024-04-01 00:00:00,Sushi Train,3236 LAKE ST W," Liquor, On Sale, No Entertainment",7,Cedar - Isles - Dean,2023-08-18 18:15:25,-93.3208342067597,44.9491316440658,8,2023,227 days 23:24:04,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402924140103,LIC76307,BLLiquor,Approved,2023-08-11 09:56:15,2024,2024-07-01 00:00:00,Create Catering & Consulting,1121 JACKSON ST NE #145," Liquor, On Sale, Class C1 Entertainment; Liquor, On Sale, Limited Entertainment",1,Logan Park,2023-08-13 18:15:19,-93.2489568846216,44.9992794858585,8,2023,324 days 14:03:45,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1802823310402,LIC77480,BLLiquor,Approved,2023-08-11 09:56:03,2024,2024-07-01 00:00:00,Town Hall Lanes,5019 34TH AVE S," Liquor, On Sale, Class C2 Entertainment; Liquor, On Sale, Limited Entertainment",12,Minnehaha,2023-08-13 18:15:19,-93.2224523966925,44.9118988329086,8,2023,324 days 14:03:57,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0602823330027,LIC79745,BLLiquor,Pending,2023-08-11 09:56:19,2023,2023-04-01 00:00:00,Vincent Giantvalley Post,3751 MINNEHAHA AVE," Liquor, On Sale, Bottle Club",12,Howe,2023-08-24 18:15:21,-93.2235728069559,44.9345205736859,8,2023,-133 days +14:03:41,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3302924440005,LIC80081,BLLiquor,Approved,2023-08-11 09:56:19,2024,2024-07-01 00:00:00,Ballentine VFW Post 246,2916 LYNDALE AVE S," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",10,Lowry Hill East,2023-08-13 18:15:19,-93.2885127446837,44.9495150709687,8,2023,324 days 14:03:41,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0802824420099,LIC344318,BLWine,Approved,2023-04-21 09:54:28,2024,2024-04-01 23:59:00,Zumbro Cafe,2803 43RD ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Linden Hills,2023-04-23 18:15:24,-93.3150095322541,44.9244734377601,4,2023,346 days 14:04:32,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0402824410080,LIC65936,BLWine,Approved,2023-05-05 10:06:03,2024,2024-04-01 00:00:00,Vo's Vietnamese Restaurant,3450 LYNDALE AVE S," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,South Uptown,2023-05-07 18:15:24,-93.2886157697687,44.9397533672828,5,2023,331 days 13:53:57,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0402824410186,LIC65678,BLWine,Approved,2023-05-05 10:08:08,2024,2024-04-01 00:00:00,Gigi's Cafe,824 36TH ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,South Uptown,2023-05-07 18:15:24,-93.2903900574392,44.9379167158704,5,2023,331 days 13:51:52,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0802824420003,LIC65301,BLWine,Approved,2023-05-05 10:08:03,2024,2024-04-01 00:00:00,Harriet Brasserie,2724 43RD ST W," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Linden Hills,2023-05-07 18:15:24,-93.31381774096,44.9247029102969,5,2023,331 days 13:51:57,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0902824130001,LIC65878,BLWine,Approved,2023-05-05 10:08:40,2024,2024-04-01 00:00:00,Bread & Pickle,4135 WEST LAKE HARRIET PKWY," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",13,Linden Hills,2023-05-07 18:15:24,-93.2974934621922,44.928236464783,5,2023,331 days 13:51:20,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1002824430024,LIC65405,BLWine,Approved,2023-05-05 10:08:19,2024,2024-04-01 00:00:00,Driftwood,4415 NICOLLET AVE," Wine, On Sale, Class C1 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",8,King Field,2023-05-07 18:15:24,-93.2775437832619,44.9227418940035,5,2023,331 days 13:51:41,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1402924230091,LIC65550,BLWine,Approved,2023-05-05 10:06:14,2024,2024-04-01 00:00:00,The Anchor Fish & Chips,302 13TH AVE NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Sheridan,2023-05-07 18:15:24,-93.2643614682015,45.0005799867641,5,2023,331 days 13:53:46,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2302924130952,LIC65393,BLWine,Approved,2023-05-05 10:06:58,2024,2024-04-01 00:00:00,Punch Neapolitan Pizza,208 HENNEPIN AVE E," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",3,Nicollet Island - East Bank,2023-05-07 18:15:24,-93.2567562528528,44.9874585677428,5,2023,331 days 13:53:02,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3302924130097,LIC65265,BLWine,Approved,2023-05-05 10:07:52,2024,2024-04-01 00:00:00,India Palace,2546 HENNEPIN AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",7,East Isles,2023-05-07 18:15:24,-93.296917360024,44.9561276627331,5,2023,331 days 13:52:08,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3402924310204,LIC66157,BLWine,Approved,2023-03-17 10:17:31,2024,2024-04-01 00:00:00,Ichiddo Ramen,2710 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,Whittier,2023-03-19 18:15:21,-93.2783796018534,44.9534539519948,3,2023,380 days 13:42:29,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3402924310205,LIC65914,BLWine,Approved,2023-05-05 10:08:30,2024,2024-04-01 00:00:00,Christo's Greek Restaurant,2632 NICOLLET AVE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",10,Whittier,2023-05-07 18:15:24,-93.2783253337288,44.9544589139179,5,2023,331 days 13:51:30,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
3602924440191,LIC65595,BLWine,Approved,2023-05-05 10:07:59,2024,2024-04-01 00:00:00,Himalayan Restaurant,2910 LAKE ST E," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",2,Longfellow,2023-05-07 18:15:24,-93.2295416700478,44.9486291348733,5,2023,331 days 13:52:01,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0102824340067,LIC353534,BLWine,Approved,2023-03-17 10:17:14,2024,2024-04-01 23:59:00,Sister's Sludge Coffee Cafe and Wine Bar,3746 23RD AVE S," Wine, On Sale, Class C2 Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, Limited Entertainment",12,Standish,2023-03-19 18:15:21,-93.2391629339645,44.9343395157639,3,2023,381 days 13:41:46,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1802923320026,LIC373533,BLWine,Approved,2023-05-05 10:08:51,2024,2024-04-01 23:59:59,Bad Axe Throwing USA,2505 KENNEDY ST NE," Wine, On Sale, Class E Entertainment; Wine, On Sale, Add Strong Beer; Wine, On Sale, No Entertainment",1,Mid - City Industrial,2023-05-07 18:15:24,-93.2246516171368,44.9956360757907,5,2023,332 days 13:51:08,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0702823440016,LIC389550,BLWine,Approved,2023-05-05 10:07:12,2024,2024-04-01 23:59:59,Okome House,4457 42ND AVE S," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",12,Hiawatha,2023-05-07 18:15:24,-93.2123797185657,44.921702750223,5,2023,332 days 13:52:47,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1802823410024,LIC391345,BLWine,Approved,2023-04-21 09:54:01,2024,2024-04-01 23:59:59,Tipsy Steer,5000 HIAWATHA AVE," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",12,Minnehaha,2023-04-23 18:15:24,-93.2105606867093,44.9123781842388,4,2023,346 days 14:05:58,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3302924220052,LIC392139,BLWine,Approved,2023-03-17 10:17:06,2024,2024-04-01 00:00:00,The Kenwood,2115 21ST ST W," Wine, On Sale, No Entertainment; Wine, On Sale, Add Strong Beer",7,Kenwood,2023-03-19 18:15:21,-93.3080198676909,44.9616111130999,3,2023,380 days 13:42:54,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3402924130085,LIC78297,BLLiquor,Approved,2023-07-06 09:32:20,2024,2024-07-01 00:00:00,Copper Hen Cakery,2515 NICOLLET AVE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",10,Whittier,2023-07-07 18:15:22,-93.2774646192275,44.9566579728103,7,2023,360 days 14:27:40,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2202924440025,LIC80175,BLLiquor,Approved,2023-07-06 09:32:25,2024,2024-07-01 00:00:00,Brass Rail,422 HENNEPIN AVE," Liquor, On Sale, Class A, Adult Entertainment; Liquor, On Sale, Adult Entertainment",3,Downtown West,2023-07-07 18:15:22,-93.2724592352105,44.9800331701422,7,2023,360 days 14:27:35,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3302924430086,LIC80252,BLLiquor,Approved,2023-07-06 09:32:12,2024,2024-07-01 00:00:00,Reign,2901 HENNEPIN AVE," Liquor, On Sale, Class B Entertainment; Liquor, On Sale, General Entertainment",10,Lowry Hill East,2023-07-07 18:15:22,-93.2978658821494,44.9497988137725,7,2023,360 days 14:27:48,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2202924410141,LIC351138,BLLiquor,Approved,2023-07-28 08:25:49,2024,2024-07-01 00:00:00,Upstairs Circus,135 WASHINGTON AVE N," Liquor, On Sale, Class E Entertainment; Liquor, On Sale, No Entertainment",3,Downtown West,2023-07-30 18:15:21,-93.2714391946121,44.9832664220673,7,2023,338 days 15:34:11,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2202924210072,LIC75515,BLLiquor,Approved,2023-07-28 08:26:00,2024,2024-07-01 00:00:00,Bunker's Music Bar & Grill,761 WASHINGTON AVE N," Liquor, On Sale, Class A Entertainment; Liquor, On Sale, General Entertainment",3,North Loop,2023-07-30 18:15:21,-93.2787559393636,44.9885410208001,7,2023,338 days 15:34:00,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
